,users,yields,followers
56441,Ritatu,15.78,1
56442,paradox91,-30.55,6
56443,spbdimka,-11.12,1
56444,INVESTOR__SILVESTOR,30.55,76
56445,Tambov1994,35.58,7
56446,Aleksandr9636,10.15,7
56447,Elneeds,9.59,0
56448,Anyuta5117,-78.03,17
56449,Aleksandr_31SU,37.08,2
56450,_Menomy_,0.13,0
56451,Lisa120,-67.56,1
56452,Nadinyshka,0.64,1
56453,Alex200581,0.0,0
56454,kiker19,-586.69,15
56455,Grand_Slam,37.95,5
56456,saransk999,22.86,24
56457,isxodus,-154.13,2
56458,PKNCash,101.97,23394
56459,grendle27,-174.91,2
56460,incognito_026,-23.17,4
56461,PavelBud,52.35,3
56462,Wibmer,-166.25,0
56463,Metel53,-73.04,3
56464,abkadir,-164.18,1
56465,ruszizu,1.4,0
56466,Damnn,47.58,2
56467,Pablos54,-47.63,4
56468,Trade_every_day,2.1,2
56469,MoscowBoy,28.95,2
56470,MI.OLGA,8.64,13
56471,Lox001,-88.74,5
56472,Hard_Wo1f,0.0,0
56473,minas24,-12.42,4
56474,star_max,4.52,5
56475,CryptoDenis,12.27,1
56476,ARTIST1985,-194.43,0
56477,Elubus,0.0,0
56478,doctorM,12.48,95
56479,LenaRosp,-63.91,20
56480,arser19,-71.75,8
56481,Sorneff,56.47,0
56482,StepaBog,34.53,3
56483,Assssssss,17.62,3
56484,xNdrPetrov,69.78,1
56485,VeronikaMakarova59,-4.72,11
56486,c.o.o.l,17.93,12
56487,Kikiska_Mashunya,0.02,19
56488,Lollyc,19.7,3
56489,tolokonn,13.13,0
56490,fhomeru,21.61,2
56491,aaffbb,27.43,0
56492,MargaritaSagitova,-0.11,2
56493,Oksana2230,-901.52,8
56494,Abduul,2.71,0
56495,B0S,-0.09,2
56496,SOV86,0.83,4
56497,nellioys,-10.55,0
56498,aspidelaps,27.83,13
56499,Zaymer,0.0,0
56500,mia11986,-380.26,1
56501,thequeenofjournalism,-237.31,117
56502,agony777,-135.12,201
56503,Pomozkovski,59.67,1
56504,Adm1n1strator,-6.62,50
56505,Balrom,-81.09,6
56506,Tisalin,-174.69,2
56507,Gigavolt2,-100.07,0
56508,Mr.Gaston,-46.91,3
56509,Maskhud,1.3,0
56510,KiraOrlova,24.42,2
56511,Seryega95,-132.43,13
56512,Maks_sm,52.28,1
56513,GrGrGr,12.5,3
56514,OncologyHELP,34.84,8
56515,Acter_teatra,-5.22,0
56516,Alkhimikus,-94.47,9
56517,Sumdives,14.66,24
56518,Homiak_Warrena_Buffetta,-65.16,13
56519,Mayonez228,2.67,0
56520,Sadykov,20.58,0
56521,Topper,12.68,11
56522,KOREN_ANTON,-42.53,58
56523,l1ontev,-3.76,0
56524,barzhom,37.63,0
56525,Taknist,36.23,2
56526,zerofind,2.31,11
56527,AUFMUV031,0.0,0
56528,bizon1,41.59,0
56529,shooterbuter,6.38,0
56530,iNick,6.15,7
56531,svr96,6.91,1
56532,TheGooDDaY,-193.84,0
56533,LITate,3.88,6
56534,GraF1712,69.36,152
56535,Abakar58,16.23,3
56536,A.A.Bashmachkin,104.32,25
56537,Alda,195.29,17
56538,Gerrrein,50.72,1
56539,Tolana13,20.33,0
56540,stepan101,6.6,2
56541,BobbyDuck,0.0,0
56542,Mars_x10,-1.39,0
56543,Andrey_1985,-24.1,0
56544,Non100p,71.48,9
56545,Koplyu_Bablos,0.0,0
56546,student_investicii_tg,19.56,563
56547,lukko,25.82,0
56548,SanekNabor,1.73,2
56549,SMY,72.99,19
56550,Toyon87,22.2,0
56551,Saint_Hamster,82.1,4
56552,fun4mass,0.05,4
56553,KINGLOSS,-36.72,11
56554,Kumbara,55.86,1
56555,Win_Win,-224.41,7
56556,V.LAFANTEL,23.27,0
56557,GENIY_RINKA,0.0,605
56558,pnaek,5.98,12
56559,Egnvln,4.14,0
56560,sachavestel,-46.48,8
56561,PavelPath,-64.97,14
56562,perdyn,74.53,2
56563,ostozar,26.2,0
56564,gminv,-16.27,10
56565,BODECHKA,224.54,278
56566,mrak1,-6.52,3
56567,air.brb,10.22,1
56568,Kamanch.V,91.26,3
56569,Stasham,-1.9,1
56570,prizak,-0.03,0
56571,MAX04,-25.84,5
56572,alex6994,-45.6,1
56573,TheDayz,-4.64,80
56574,NoFaceNoNameNoNumber,33.0,23
56575,KLotin,-103.94,0
56576,Clubceh14,18.89,0
56577,HODL_HODL,25.39,30
56578,Shakirova_Invest,12.2,47
56579,denis1987bal,-2.86,0
56580,gimnastka,-64.18,13
56581,Sistema_silnee,0.72,0
56582,Salenco,-29.69,2
56583,TaLos1,72.9,24
56584,Daugdaug,21.0,16
56585,TanyaParf,-169.89,0
56586,Andrey_Tareev,2.68,0
56587,zij55,14.83,0
56588,Plavleniysirok,-26.62,92
56589,Hantar,-20.37,9
56590,Aleks5695,-58.74,0
56591,vsezanyatoEvgenii,46.96,9
56592,Andros2187,20.57,21
56593,RicardoBlez,-66.85,13
56594,Takizawa49,-8.58,0
56595,Menoga,-55.64,1
56596,Remgsm,0.0,2
56597,ViktorDubov,-0.67,0
56598,lyflur,-22.48,4
56599,Beznik23,-145.82,0
56600,FoxTrade,-0.58,15
56601,squeezey,28.35,0
56602,KAMODIK,-161.08,2
56603,Rabbit93,46.01,328
56604,FoolInvestor,-0.03,0
56605,Sh7zam,17.98,0
56606,kira71,41.96,2
56607,buyDips,69.92,22
56608,TAKInvestor,36.54,1111
56609,Dinven,0.67,12
56610,KarinkaMalinka,-4.17,4
56611,Katya_premudraya,5.61,35
56612,Monster28,4.14,3
56613,Themember,3.17,1
56614,arxitek,2.35,2
56615,Gotti90,-8.22,0
56616,Barymba,0.0,0
56617,Razum.E,17.19,3
56618,Litf,0.0,0
56619,reynleyter,4.16,1
56620,DeMartin,34.26,19
56621,TANK_T34,51.36,19
56622,Buhaz,22.42,0
56623,me.anstice,32.36,6
56624,DenisMih,-117.14,0
56625,rabadangad,6.35,1
56626,lllromanlll,-1.24,3
56627,A.Lenura,-93.63,0
56628,Vladimirter,49.49,2
56629,Afina_02.777,30.04,219
56630,Sayonji,0.0,0
56631,Malaev,9.8,1
56632,LinarX,-14.39,2
56633,Leonidych79,1.21,0
56634,AngeloVoyello13,-37.94,0
56635,Xoma1987,-2.71,1
56636,Loku007,157.78,17
56637,Terexa1972,19.39,0
56638,_Roman500_,38.4,597
56639,Sedoi__investor,0.0,0
56640,Medved_kopit,40.46,8197
56641,Barra1911,32.52,1
56642,konstantin_33,-17.54,1
56643,EVA7Z,-235.87,44
56644,Albert_Einstein,-73.27,16
56645,tati.7,-55.22,3
56646,Wine_Invest,25.17,87
56647,TrueProphet,-3.25,790
56648,MixaTravel,-30.92,5
56649,danila334,13.6,1
56650,k1sher,-9.52,0
56651,MikeVsTheWorld,40.58,0
56652,Alex_millionaire,-14.78,3
56653,Kiber_Zhmih777,-9.41,0
56654,MotoMax73,42.39,1
56655,Baf1969,12.63,73
56656,Ptt_invest,6.68,9
56657,karmin,-13.27,5
56658,Klimanches,-12.1,0
56659,IVANUMIR,77.65,484
56660,Abrakhamun,14.33,0
56661,Takagawa,-15.56,0
56662,imalegend,5.85,1
56663,lobastov_pavel,18.93,2004
56664,AmaneMisa,-0.3,0
56665,Ssever1980,13.67,0
56666,JackieRus,29.21,9
56667,_GMaxx_,118.63,2
56668,roga4444,6.26,15
56669,Billy.Bones,-10.2,45
56670,E_lona,31.88,9
56671,Marie.Blanchard,105.37,0
56672,Iritoir,-2.84,2
56673,Avatar_1995,-0.24,1
56674,MysTery27,154.77,13
56675,Finbuy_Aleksandr,-45.04,299
56676,TalkingToTheMoon,42.24,1
56677,t1k1,0.0,0
56678,sislv,46.7,0
56679,rikinn,-0.04,0
56680,GoldenRom,-9.52,7
56681,Artist2003,0.0,0
56682,bobrovfighter,10.0,1
56683,Dayrelio,118.51,2
56684,Baksoed,31.77,34
56685,kotkot,-108.28,16
56686,zakon135,0.0,0
56687,Veanim,23.93,1
56688,Nessa28,-5.17,0
56689,Morfaz,13.89,2
56690,Constantine_Stark,14.16,1
56691,nar_rush,0.0,0
56692,TreeMan,19.83,0
56693,disshaman,16.46,4
56694,FILYA19,-3.28,0
56695,ATIAMMA,-25.33,3
56696,shuma22rus,1.05,3
56697,Felixalex,-75.48,3654
56698,Sergey07,-118.4,9
56699,Region30,29.57,0
56700,AndreyByd,37.58,0
56701,gbc,-7.43,0
56702,invopro,0.0,0
56703,Nubian_Corporation,-10.25,12
56704,Byrokrat,71.82,0
56705,Na_Povezet,48.24,8
56706,iSob,22.41,8
56707,Label3x,-67.39,1
56708,Kolya_Loss,34.37,6
56709,Narelakse,32.45,13
56710,Gorshan1234,0.0,0
56711,D_i_m_a_35,-34.67,1
56712,ksergeev,-6.54,0
56713,Faradey_che,-89.22,0
56714,ChaikaArisha,0.0,0
56715,DargolaDjamaat,6.84,0
56716,NikolayTsit,-77.09,0
56717,TelMM,-14.61,2
56718,GasteIIo,-72.52,0
56719,Betkhem,-14.73,35
56720,BoBuK,21.39,1
56721,vlasenka,-7.27,27
56722,chevap,39.59,3
56723,Natka936,31.09,1
56724,Arteomks,-70.03,31
56725,Schmitt,32.99,3
56726,syevi,3.93,4
56727,_Pro100LeXa_,18.89,18
56728,LazyCAT90,0.83,3
56729,OlegA177,-73.02,9
56730,Max_cheskin,46.39,3
56731,GranatO,41.45,16
56732,DBastet,0.0,0
56733,530ckossta,-44.54,0
56734,LaimonMax,-27.07,0
56735,OKazantsev,4.27,0
56736,nur0400,-3.59,0
56737,den355,-31.58,0
56738,investor3.0,7.5,0
56739,mr.sdn,36.11,1
56740,Q1748,423.73,6
56741,Insider777,23.27,1
56742,RusKoenig,-3.7,60
56743,IrinaN1112,34.31,2
56744,TheViRTuS,5.53,0
56745,Shonidu,28.53,4
56746,Igorstone4,27.23,5
56747,Alenky77,23.63,13
56748,cryptochert,35.68,3
56749,Lidoschka,37.72,6
56750,Victoriana,5.47,25
56751,nikityane,-38.15,3
56752,Millitari,-105.14,4
56753,kirill_au,25.34,37
56754,HIM888,-27.48,0
56755,Dodik_Methodik,27.49,8
56756,kirpetr,-10.66,129
56757,RuDenART,-110.68,3
56758,kolya111,-5.91,9
56759,ARGWOT,0.0,0
56760,koronavirus,16.82,33
56761,bullfinch1,1.84,0
56762,Broker321,30.32,4
56763,dburkeev,10.05,4
56764,EvZem,3.06,4
56765,jalosst,-12.08,1
56766,Zokmer,22.49,0
56767,VolkovArtyom,-1.89,0
56768,De_vint,-33.61,39706
56769,Bender3adunaysky,23.38,8
56770,FrereDeRaison,-64.36,2
56771,vorohilowww,-9.31,1
56772,cowalewa,-172.27,4
56773,YURA_ALTERMAN,9.45,3
56774,secondmodel,-65.26,1
56775,Ahchoo,-44.46,0
56776,Dimaurelius,26.06,7
56777,_Error_,20.0,198
56778,Ditkostrange,-0.52,0
56779,DavasSivard,3.87,0
56780,CEDOY16,19.9,3
56781,irinak0171,17.31,39
56782,rotver,33.98,1
56783,dxbryakxff,-0.78,1
56784,Pouf_soft,26.64,8
56785,kappapride,7.9,8
56786,Barnikl,0.0,0
56787,Hello.Money,37.95,26
56788,SavvyLuck,14.86,11
56789,FEROOR,43.71,6
56790,MariMakov,27.47,5
56791,Osterio,18.31,2
56792,Andrey_Dobrov_finstrateg,-113.67,1
56793,keruira,-66.44,4
56794,AndyGetHigh,-0.36,1
56795,Alex_Krest,-80.57,0
56796,rizvanredalert,6.56,13
56797,kos.rod1976,-76.99,0
56798,Ihomyak,40.68,1
56799,ilyavarvar,13.01,7
56800,bigmoneyinvest,25.29,0
56801,Trezder,58.01,1
56802,roza0906,33.37,0
56803,Save_,-4.24,0
56804,Suhoparov,0.0,1
56805,CUI_PRODEST,0.0,0
56806,Alex_Pozdeev,10.77,2
56807,moll_in,36.86,20
56808,Hey93,-49.95,6
56809,GABOCHEK,-1.41,0
56810,drj29sf,10.43,0
56811,Roma115,-1.27,0
56812,epileptic,21.65,0
56813,Zlaya_Belka71,34.33,1
56814,Hikolai1957,-75.39,2
56815,ProrokRF,49.61,4
56816,Praktik89,4.07,4
56817,FlaverD,-15.19,0
56818,Xzot2243,11.91,2
56819,Capt.Jack.Sparrow,13.79,36
56820,qanfi,-32.24,10
56821,hotoln,0.0,0
56822,novar,-156.98,37
56823,nakyfuku,4.56,0
56824,Shapster,0.0,0
56825,Bugert,0.0,0
56826,Esqwy,22.38,443
56827,InvestMan2.0,18.3,25
56828,artist_invest,39.88,16
56829,PanKir,37.19,3
56830,LUDOMAN7MLN,-149.07,49
56831,Ruslan.V.R,55.76,0
56832,79BILLIONAIRE,0.54,6
56833,PandaMFB,0.0,0
56834,Alenka1339,18.9,4
56835,Timofey32,32.87,0
56836,Jumangy,95.99,16
56837,KorolevPavel,18.72,11
56838,Brokkls,-3.01,1
56839,vele4an,-10.85,1
56840,Sergey_Ivanov,-168.89,4
56841,Maxssimus,-218.12,41
56842,SeriousHunter,0.0,0
56843,GibusSs,0.95,1
56844,Kastum1984,219.33,1
56845,KhoroshayaDevochka,44.7,4
56846,aleksfor666,12.89,8
56847,Igor1964,0.0,0
56848,wwweee,17.25,1
56849,Mikael75,-20.92,1
56850,aibaless,31.38,191
56851,Far_Y,47.63,1
56852,Keyser__Soze,16.73,79
56853,CanopusB,-55.1,0
56854,vslkazan,5.14,19
56855,Penguinnn,2.03,55
56856,Sedoiroman,-11.29,0
56857,a1ex5,23.74,1
56858,HarStar,5.19,1
56859,DaniilAveulin98,-108.61,1
56860,MISTER__CRABS,-385.85,78
56861,Alfa50,44.93,0
56862,Vadim_S1,-35.69,3
56863,AizG,159.15,30
56864,LazyPerson87,-12.12,2
56865,Fartoviy77,0.0,7
56866,Stimss,-6.27,0
56867,plazm1982,0.1,0
56868,VladimiRKondratieV,37.35,70
56869,Alexeym007,50.29,2
56870,Bina_Lo,-3.39,1
56871,pyro_,-7.34,1
56872,Aleksandra__,-1.67,8
56873,user11111,2.04,0
56874,Docker_78,13.03,0
56875,kilevra,-61.46,8
56876,iz99,-33.86,2
56877,polyarniq,12.13,4
56878,malvo,38.15,4
56879,Timorphy,11.58,13
56880,Brat_Pavel_i_Kosmos,24.41,5
56881,zlodeev982,48.01,5
56882,Viper4742,56.28,2
56883,ErshovAV,-7.47,12
56884,Yenotik,16.54,405
56885,Art172,12.6,7
56886,prosto100zdravstvuy,31.48,2
56887,chanuhka,-29.68,3
56888,batuala,404.0,39
56889,Snaka,26.31,15
56890,SharAnd,23.47,4
56891,Trader_Schekotov,-3.89,0
56892,Trader_iz_Golyanovo,33.17,167
56893,elerchik,-0.93,3
56894,Andryukov,-108.75,14
56895,Robert1717,46.53,2
56896,IosifHanlauot,-3.55,3
56897,SKAis,-5.84,4
56898,belyidim,-29.21,7
56899,ghj11111,30.55,3
56900,Artem912,25.29,0
56901,Migom,67.75,0
56902,empire_oleg,14.36,2
56903,Michael_Ozernoy,0.0,0
56904,serega.belinsky,0.0,70
56905,Vanya,-75.1,9
56906,CC7,0.0,0
56907,Sobaka_S_Ulitsy_Pavlova,-159.55,44
56908,DobryiMihka,-27.07,462
56909,Foreverfortune,48.62,0
56910,DobriyJ,39.82,0
56911,Mityvoi21,-0.96,0
56912,_Nightingale_,-47.25,36
56913,Sergeypolit,39.87,303
56914,ermakHF,0.0,0
56915,cheeseer,35.23,1
56916,svarshik_000,0.0,2
56917,NFS_Leo,-0.6,0
56918,lena.kn,-30.83,4
56919,MaxZhukovsky,39.87,2
56920,NTR75,-8.2,9
56921,Valdemar_Filin,-82.47,3
56922,IsTryLe,25.64,0
56923,KiriLL_WR_77,30.43,0
56924,Cervantess,41.86,0
56925,P4TR14RCH,24.69,1
56926,Homa_Trading,-9.3,6
56927,byTolmachev,8.24,7
56928,baq,371.16,17
56929,FluffyyRu,-3.11,5
56930,Barracudochka,-0.3,0
56931,SONTO,-0.38,10
56932,Khallifa,24.59,1
56933,Mr.Random,6.8,1
56934,NothingHere,-180.75,5823
56935,GaltGalt,-31.59,0
56936,MarsElla,45.64,52
56937,mikagehellgod,-41.62,8
56938,warren_b,-4.65,12854
56939,semensv,41.43,3
56940,leandoero,10.4,5
56941,eli05,0.62,0
56942,Uchastnik_Kazino,16.6,0
56943,Kaustika,-1.98,0
56944,iamdmitry,-41.56,103
56945,Asvk127,-65.74,6
56946,Lion_Investor,-71.48,21
56947,vl_danilov,1.36,6
56948,MikhailValerevich,51.82,2
56949,vady1966,32.79,4
56950,vladislav_nikiforov,1.94,1
56951,GQD,0.0,0
56952,DiCaprio_Invest,13.64,0
56953,EVGENY_LEVIN,36.97,6
56954,Barnakle,26.05,0
56955,intraday_traiding,0.0,10
56956,mr.Miskam,33.81,1
56957,bankir_1000000000,32.93,3
56958,RadisLove,9.21,1046
56959,SSSR68,0.0,0
56960,Warel,20.74,18
56961,andreev_style,23.44,6
56962,Headstar,52.04,7
56963,Cruelman,26.98,12
56964,ackep,-181.17,34
56965,ElZhora,-3.5,10
56966,kirichaiin,2.26,0
56967,leys1985,2.11,0
56968,ceobeo,62.55,730
56969,money_maker116,143.17,0
56970,veres69,15.45,7
56971,DON_666,11.46,0
56972,SAZOGAL,21.58,2
56973,Oksik10,18.07,0
56974,Sochi123,-207.34,3
56975,HamsterTink1337,-74.19,0
56976,TonyBatony,22.97,0
56977,dmitriidag,33.68,0
56978,Fenkyd,-0.13,2
56979,YourFriendFromtheFuture,0.0,0
56980,XvXvXvX,0.0,0
56981,mikhalevbe,16.13,7
56982,thedoor,-2.81,46
56983,Gold_mine,0.92,1
56984,Burmiki,19.19,4
56985,prince500,26.69,3
56986,ezikk,-91.03,0
56987,Plutus,20.12,5
56988,IrinkaInvest,13.94,4
56989,vivit,-103.77,2
56990,GreatGuitar,-20.88,17
56991,Pitral,47.5,135
56992,LexCapital,60.14,75
56993,lilya_loveee,188.47,3
56994,A.ndrey,-81.57,1
56995,tamara2426,9.98,0
56996,Kaizerrr,14.54,10
56997,ProfitKingRSS,0.0,0
56998,Ewgine,2.42,4
56999,fiksiruem_bribyl322,0.04,0
57000,mindfrees,27.15,6
57001,Birodatiy_Millioner,-14.15,3
57002,lv_victoria,13.8,1
57003,serzho89,-0.68,12
57004,MoneyGate,-9.24,15
57005,fill1269,5.2,1
57006,Stepan.NK,-19.44,0
57007,IvanGaganov,-11.79,35
57008,YBondi,-0.23,11
57009,NikitaBolshakov,-12.52,0
57010,KSEC,-43.37,1
57011,Yul147,0.0,0
57012,ManSer2021,27.87,0
57013,TTcux,0.63,2
57014,Schkolnik_investor,30.97,2
57015,7777777_,-5.57,0
57016,Aleksej86,-16.44,8
57017,kR1S0,26.6,1
57018,BLACK_FRIDAY,-25.2,1
57019,GoodToBeBad,26.63,4
57020,WhiteHorse1911,2.83,3
57021,viteror,25.5,0
57022,Fitonyash2010,11.07,112
57023,LinkolnX,-102.54,0
57024,vilgiforts,0.0,0
57025,Anonimus777,26.0,4
57026,OlgaEgorovna,-52.07,0
57027,JerryStafford,6.56,0
57028,smile112,-0.59,11
57029,DinoR,4.75,0
57030,Rubin27,-13.45,0
57031,aleksei743,57.62,0
57032,ruTouareg,28.34,19
57033,TIANF,81.11,16
57034,Z1derg,29.82,3
57035,Rey_204,21.67,57
57036,MarsellasYolles,1.36,2
57037,lml_,30.97,1
57038,Sjfhdhsj,0.0,0
57039,_Artem.Invest,-1.95,11
57040,olya_rulezzz,4.82,0
57041,JIexxxA,-0.06,4
57042,justdoitman,-64.17,35
57043,rom951809,0.0,0
57044,Vl56,-11.04,0
57045,Terrance,-24.94,2
57046,Ruslan07031989,13.43,2
57047,Simba009,117.97,69
57048,Nikmoney_01,50.25,2286
57049,mr_sulla,74.53,40
57050,Hope2002,154.9,5
57051,GermanyDupree,0.0,0
57052,Stnislav2708,44.77,1
57053,zaira1807,0.0,0
57054,A1EF,0.0,0
57055,MixaLbl4_ept,-47.44,13
57056,Micanit,16.17,1
57057,R22Pivo,-51.54,0
57058,jeckside,-32.15,5
57059,nadin121,-338.2,4
57060,polkovnik93,-0.52,1
57061,Tarenon,2.43,0
57062,Lady_XX,-57.52,0
57063,29ali,35.17,5
57064,abudilnik,30.48,10
57065,Krokodeil,5.57,0
57066,Nixon88,4.44,29
57067,che1pa,-143.07,6
57068,pravdarublu,-34.5,7
57069,oh_sandra,-16.43,46
57070,Alqwerty1987,0.0,0
57071,Mamboosss,21.64,0
57072,danBatvet531,-2.86,0
57073,OTinprokol,22.9,389
57074,Nikita77_77,-18.67,0
57075,Piv_ok,3.72,0
57076,TrustDay,4.5,13
57077,mariya054,-115.13,3
57078,VolanDeShort,-27.95,0
57079,piterDi,-41.93,2
57080,KISA_spikulyant,11.34,0
57081,athf,-4.91,2
57082,wasby,-84.66,38
57083,Bankrot_loh,0.0,0
57084,devoff73,-118.63,4
57085,Solodown18,-27.22,1
57086,86GANG,-78.68,0
57087,ae_kalinin,0.0,0
57088,Guseyn_Rzaev,-57.58,14132
57089,Kulichich,29.34,0
57090,Radamor,232.99,6
57091,kycher102,34.77,0
57092,kippr,-15.6,46
57093,Babka_Albinka,-79.42,25
57094,d.ust,4.31,44
57095,V.Push7,94.7,23
57096,Evgen_Character,0.0,125
57097,Dimi4P,9.28,2
57098,CleaNick,0.0,0
57099,Capybara_inves,1.27,1
57100,Drin242,-306.93,1
57101,Diletant_invest,54.18,3
57102,drfrol,3.7,1
57103,SKG05,0.84,0
57104,Grimmjow_J,32.63,2
57105,Iron87,32.66,6
57106,VencedorMoneda,-4.71,11
57107,SolovykhM,-2.22,1
57108,Sibiryk87,-17.34,3
57109,Slam2k,16.35,4
57110,flaweras,7.73,0
57111,Drrug,28.99,2
57112,Main_Redaktor,10.15,2
57113,5S2023,-21.83,0
57114,Investland_wm,-16.99,12150
57115,AleksandrDvvv,-66.29,10
57116,MarVin08,62.88,11
57117,Cuprum26,-54.19,0
57118,Invest_Zavr,30.44,0
57119,downscaleman,15.91,0
57120,Ramuzz,20.87,3
57121,EvgeniiSorokin,-2.6,0
57122,N1ck88s,-25.16,2
57123,MiSTeRe0,7.6,1
57124,AndreyMed98,-271.98,3
57125,a1tero,-5.95,2
57126,Pumba48,-3.4,4
57127,Kak_mogu,-90.37,3
57128,Vyaches95,-125.74,0
57129,crnv,-26.77,3
57130,Anastasia983,-10.16,0
57131,Uezdin,56.69,20
57132,Voroushek,23.21,2
57133,tdatr,-5.9,139
57134,VITALII1975,32.77,0
57135,The_LeeFlash,851.86,20
57136,8kristina,-8.28,1
57137,Zakupaem_na_high,6.03,1
57138,jorgi777,28.58,1
57139,diomin.vd13,58.62,1
57140,Greek_investor,31.05,7
57141,Shursh_,43.24,6
57142,andy125,7.17,142
57143,DaniilD7,33.43,1
57144,Rodion.Yawolna,-67.31,3
57145,Azarr,37.34,8
57146,G_boy,-147.54,29
57147,Izotov_a,2.92,2
57148,chumbo,-211.56,0
57149,belorechka,136.62,9
57150,Papa_Master,-74.47,1
57151,ChesterBennington,40.62,8
57152,Stock_oracle,3.73,6
57153,SPMoroz,11.01,0
57154,BITRICK,-37.48,15
57155,nnkl,29.02,0
57156,Korolev_Artem,15.95,7
57157,48kot48,16.92,13
57158,MatveyBurry,8.84,1
57159,Huangdi,68.73,759
57160,Svet212,27.29,0
57161,B.TEPKuH,-37.36,2
57162,MishkaPRO,47.28,0
57163,Viktia,-115.48,1
57164,artem_tov,11.89,8
57165,arimra,11.2,10
57166,Mihalkin111,90.74,0
57167,hypersense,27.35,0
57168,Marseille_Kzn,5.08,3
57169,na.1,18.98,0
57170,MrSherl,10.75,0
57171,Dronoff,4.05,2
57172,Toplivo_dlya_rosta,0.0,0
57173,Rakovar,-177.3,1
57174,R25ch,34.15,2
57175,ya_jules,97.48,6
57176,russiangangbitch,19.57,40
57177,Kirov.A,0.91,7
57178,kdm_219,-16.86,6
57179,kostya0208,21.82,58
57180,D1000,-11.3,0
57181,intofocus,-4.85,6
57182,Yuriy_,19.86,3
57183,TwoFacedJanus,3.55,6
57184,just4fun13,29.65,1
57185,Pawul,0.0,9
57186,____Yulia_Shorokhova____,5.0,1071
57187,BOH,-87.4,9
57188,DonnieBrasko,19.43,166
57189,Ser_go_vlg,261.56,17
57190,matrosov_investment,0.0,0
57191,APlaton,19.66,3
57192,biggibal,-54.89,3
57193,Aravin_M,57.66,11
57194,Greattime,0.0,0
57195,Volchek86,0.0,0
57196,Novvi,28.48,0
57197,Beyond_the_Grave,-38.89,19
57198,Andre880,-265.71,19
57199,ComradeKrieger,26.89,0
57200,Dmitriy0306,6.39,3
57201,AlexL88,-4.38,9
57202,Don_Vitto,26.54,2
57203,dog_crazy,-2.33,0
57204,Demendrol,0.0,0
57205,Baza07,-22.55,6
57206,Sergon,-41.91,6
57207,bibi55,-4.34,22
57208,Jasper_,29.75,22
57209,Firefighterzel,-162.69,0
57210,Max_keep,12.93,11
57211,VicWide,38.25,10
57212,Polyuiop,0.26,0
57213,SHKEL,-9.51,5
57214,RuslikYa,-11.93,3
57215,ler.razz,28.21,0
57216,feodosy,-157.0,0
57217,7sanros,12.72,6
57218,OlgaVi23,32.17,0
57219,Scrolab,25.45,0
57220,alex_87,33.14,5
57221,Ivan90210,-2.52,0
57222,V_Mikhal_V,-91.56,2
57223,Zainigr,-10.14,1
57224,Eleanora89,21.64,0
57225,kexail,-8.54,2
57226,andre1l,14.9,3
57227,kpectob,-6.71,0
57228,olegsh21,13.55,2
57229,KovalevCapital,-89.52,0
57230,VladBeglov,-113.56,288
57231,NafanyaOriginal,3.4,0
57232,YarikPodolsk1977,7.31,2
57233,makaka1,13.57,1
57234,12345qwe,-272.41,48
57235,Finrange,0.0,0
57236,RammsteinOZ,1.48,0
57237,YouCher,-33.12,4
57238,Lilu8888,-16.52,38
57239,InvesT_Maney,-40.59,0
57240,INV_Eugene,-199.71,11
57241,Give.Me.Money,40.4,1
57242,OSCAR_BOSCH,-75.27,654
57243,Ds10,0.0,14
57244,Joolio,-25.21,3
57245,Kraken77,23.64,2
57246,Konstantin.sparta,27.09,11
57247,Angelina_Teacher,26.95,1
57248,Antoha_01,16.2,0
57249,Roman080,15.85,1
57250,DevmonShows,-38.35,3
57251,Tsvetul_ya,-20.63,1
57252,AntiVanga,-18.77,3
57253,Vader.invests,23.65,2
57254,M.Berns,-7.6,124
57255,Konstantinople,0.13,1
57256,Dr_Tai,36.21,2
57257,AnastasiaKovaleva,-102.08,12
57258,Alex.2019,-58.94,1
57259,KifaTabasu,10.4,12
57260,Jon20,0.0,0
57261,ula10,5.75,28
57262,GEORG777001,7.31,1
57263,Apple32,5.52,8
57264,lalkaboy,20.58,0
57265,vrubel888,-33.48,19
57266,dgnilitskiy,12.15,1
57267,Maximaks,0.43,0
57268,Fabrikant_lll,-132.44,53
57269,Veni_Vici,0.0,0
57270,TraderHuev,-17.02,5
57271,KirillNik24,-1.42,113
57272,Ilshat82.ru,63.76,1
57273,YAtriZFinaNZ,19.08,2
57274,Sspeculator,323.12,206
57275,Denis612,-73.95,1
57276,Dinara1805,0.0,0
57277,TTpu3paK,30.87,14
57278,PiterLinch,-395.48,3
57279,Zheltikov_finance,-2.92,665
57280,MaliBurgos,19.06,1
57281,ZefirrrKa,7.28,0
57282,Vanyocheck,4.28,0
57283,Mordyhai,24.53,3
57284,Djonni777,56.0,1894
57285,VolkasFish,25.39,0
57286,Gelik9195,51.44,9
57287,spb.nedvijimost,97.56,203
57288,TheHorus,57.89,4
57289,KhRM,7.06,0
57290,Jayson_,-180.76,2916
57291,shiiitnigga,91.64,94
57292,Azizy,32.96,1
57293,Komronsha,-0.52,3
57294,Haron312,150.17,43
57295,MrKrebs,20.92,1
57296,UncleRicksMonteCarlo,19.55,1
57297,Rankeddax,9.97,1
57298,Dmitriy8907,9.49,18
57299,mr.kuperman,-62.28,0
57300,star18plus,0.84,47
57301,mad_investor,-120.49,43
