,users,yields,followers
909,SoGut,26.05,8
910,neemba,-314.99,1
911,donkarleonn,-1.58,1
912,Legend__17,54.0,2
913,EvgeniyWhite,14.39,0
914,Sweed2y,-13.27,195
915,Mari1906,2.59,2
916,domaahka,34.38,0
917,karinamarina,29.18,0
918,sasha_special,-85.11,34
919,CARL1998,46.02,0
920,Prova,0.37,2
921,Punch_bet,13.85,3
922,slavkon,-10.89,0
923,Juu_di,6.7,0
924,dmitry_dotsenko93,-110.76,32
925,alexkom34,29.23,69
926,Kakao111,31.14,0
927,Evilbeer,-34.23,11
928,Airatoc,-16.89,0
929,bOLT29,-9.41,1
930,Tolya717,0.0,0
931,Mamkin_InvestorRUS,27.8,3
932,El90,-4.77,2
933,vFamenok,-146.34,11
934,ArtemOlegovich1985,13.87,4
935,investkvest,50.21,23
936,griboedov14,27.15,0
937,Gilmor29,6.67,0
938,PERISH_89,21.69,17
939,BestMinKate,-43.17,20
940,dronchhik,11.65,0
941,Kiroshi,0.0,1
942,SShUM,19.88,1
943,cnuno3a,16.04,31
944,Imil78,53.92,84
945,MornlngStar,1.2,1
946,RishAHMETOV,0.36,1
947,RyabovYury,0.0,0
948,rsp15,-194.27,13
949,ipod124rus,-10.06,15
950,Frac_Engineer,1642.92,1
951,gold888men,-3.79,3
952,Ananasus,12.93,4
953,mamkin_simpotyga,22.16,1
954,srs2106,17.08,23
955,Dementieva_7,11.48,0
956,_Veter_,-95.94,2
957,Magic_pumpkin,-33.13,12
958,investi0,-28.91,22
959,Vyacheslavv174,-5.08,0
960,ASPIRINGARANT,9.01,12
961,Zhenya919,-5.72,0
962,RedeemerJP,-9.41,4
963,oleg_meshkov,38.2,2
964,sjk,64.26,2
965,MyBigEgo102,314.05,87
966,Nata_Pin,-6.05,3
967,alllli,-46.62,0
968,RadikRamilevich712,-365.73,2
969,Vladoosik,27.6,2
970,Maryrass,33.33,0
971,Blackinblackuz,-51.25,19
972,MelvinNSK,26.26,1
973,Listew,33.68,36
974,Many001,0.0,0
975,ArinaStar,-1.66,0
976,Tufli_Jmut,0.45,19
977,Moscow.billion,20.56,910
978,Fregat79,-20.93,1
979,pravosydie_krd,-4.06,0
980,Lucky_way,0.44,0
981,Mr.Pumba,32.44,5362
982,enferoff,35.75,28
983,relativo,-72.41,3
984,AlexMoscow26,54.74,2
985,serjeduende,-4.95,1
986,PepeJl,19.92,18
987,Karaul69,-116.35,2
988,Konstantin2019,-0.62,5
989,mrvn,5.45,0
990,yuridetochkin,-0.14,1
991,Adzshika,32.55,1
992,Lexuslight,38.16,7
993,Vladimir_Craft,-27.68,1
994,RU_Denis_RU,0.0,0
995,Krymchanka,44.32,15
996,P4FOS,6.95,0
997,Vassago_666,-90.36,0
998,Etodasha,42.83,8
999,mosmetrostroy,159.11,10
1000,Nikolay.Fed,-67.56,2
1001,a1zzze,-16.64,1
1002,Na_shary,-7.79,0
1003,Zahar_,-63.52,106
1004,fox_ewart,-12.89,0
1005,MaryNikitina,0.0,0
1006,Tacsist_100.000,-40.21,0
1007,Aleksandr_039,0.28,0
1008,Pringelse_Profit,1545.98,1180
1009,SergeiBliznichenko,0.0,0
1010,TheArtoftheAbsolute,-0.91,0
1011,a1b2,29.14,0
1012,nikmtq,34.55,1
1013,aispace,19.25,253
1014,arina2007,3.43,1
1015,Alihan97,-140.74,1
1016,MrSatana,-32.73,2
1017,YAKoV84,-27.42,0
1018,Super1Invrstor,1.97,5
1019,Krannob,30.55,9
1020,Katherinh,4.34,2
1021,NIY15,-52.7,16
1022,samurai_58,21.49,20
1023,VictorDac9,22.69,20
1024,Duymovochka2024,0.24,44
1025,empt,0.0,0
1026,egor199522,-0.7,0
1027,_den_is_,58.32,25
1028,weardemon,5.64,2
1029,Alleander,55.67,48
1030,Tantserova,16.39,41
1031,43327,22.61,1
1032,pisuho,-275.04,3
1033,CK11,27.68,34
1034,ScrudgeMC,15.09,2
1035,shishka27,-10.82,2
1036,SlepoiSniper,0.79,1
1037,GolovinovSV,55.58,1
1038,den4isg,-24.58,0
1039,Al_Hakim,-141.3,2
1040,Zhabo,25.42,1
1041,auserg,133.25,15
1042,tvoibog23190,0.87,1
1043,Bamgucha,-1.31,2
1044,to_conquer,-21.83,42
1045,KDV1976,0.25,7
1046,Cubalibre1301,-238.29,1
1047,Igor_Sem,20.4,358
1048,vottot,-60.24,0
1049,Naaas012,16.65,1
1050,Sacagava,31.54,0
1051,krivo.design,-35.77,1753
1052,KOUROV,29.84,6
1053,Ksipl,32.84,0
1054,Grom4,-42.94,2
1055,Saklakov34,-21.92,0
1056,Dingo9,-43.87,13
1057,IvanIvan_,-2.21,0
1058,Irisimo,-16.47,1
1059,runa8,-6.43,0
1060,Ev.dyatlyuk,-85.26,1
1061,DenisVector,-45.87,5
1062,VeTeR07,150.62,66
1063,KiedisAnthony,-338.22,8
1064,Nurpeisoff,13.98,2
1065,alexgas,-5.53,0
1066,petuninruslan,27.06,2
1067,cr1s2,0.2,1
1068,DSHW0001,49.65,1
1069,temniipushistik,67.13,31
1070,v.invest_17,-19.75,0
1071,Luck838888888,-329.3,4
1072,Andrei163rus,-5.59,1
1073,Di_mi,-183.46,4
1074,Investor01rus,-421.01,63
1075,margincot,-22.32,93
1076,Nonameaq,-91.94,15
1077,artsimonov,0.0,0
1078,NeVazhnoKak,0.0,3
1079,gutsu,-24.49,1
1080,Vasiliy088,15.67,3
1081,nikoiaev,0.4,0
1082,nick552,12.1,11
1083,iluwa,-61.44,1
1084,Jeiced,2.91,0
1085,Misarr,-8.8,0
1086,golovan,24.62,18
1087,Aizenheims,35.11,36
1088,Yussuff,12.44,1
1089,Zepst,-48.83,1
1090,WarheadDead,24.55,7
1091,AntonGerasimenko,2.43,0
1092,Zemlyanin9000,10.35,9
1093,bez_losei,61.97,1621
1094,archimega,-201.44,8
1095,athletesergei,29.95,18
1096,Itn_Kintakin,-536.82,11
1097,Fumberg1703,50.26,1
1098,A1eshka,23.59,0
1099,XREN,-27.48,0
1100,gurwell,-22.7,4
1101,Ataki1139,33.04,4
1102,sauropod1980,-0.47,0
1103,Casino777,-29.92,41
1104,Arslanov.Invest,22.58,3
1105,egor_belogolovcev,-38.57,31
1106,KeyChan,-91.9,2
1107,superbebra,-350.38,0
1108,GLAZOVTRADE,33.26,2
1109,LaCroix__,-506.63,0
1110,EleGoldena,-177.91,16
1111,Danya3467,-1.91,0
1112,kasim221,18.33,3
1113,Swerton,29.45,3
1114,1234qwertyuiop,23.56,2
1115,avtoklad,148.62,10
1116,slash11,-135.1,0
1117,InvestorNaMinimalkax57,-0.12,3
1118,Ok_nymes,0.0,0
1119,Sergelino,63.51,4
1120,Ashpel,-830.6,24
1121,Mono11,0.0,0
1122,Alesmo,29.4,2
1123,Mr.Biryukov,-132.81,7
1124,AndreyRomanov7,0.75,26
1125,stslkerg23,316.1,41
1126,KolotilovD,10.96,2
1127,Mr.Bends,19.0,0
1128,P0MA.H,9.87,0
1129,evoque_88,-184.49,3
1130,j4wer,2.24,0
1131,SalazarSlytherin,58.64,27
1132,Abo27022007,-0.6,12
1133,Trader_888,-265.36,0
1134,invest_low,-208.12,2
1135,Put_k_millionu_vmeste,-285.48,191
1136,Danny35,-3.24,17
1137,criptocot,-11.28,27
1138,Macintosh_,27.32,1
1139,EvgeniyaMP,0.0,0
1140,Tmoyd,-32.61,0
1141,Victoria_secret,7.24,9
1142,kossSPB,15.27,17
1143,Kokos27,17.71,13
1144,yulia.d,1.65,31
1145,Derbi_boy,40.39,88
1146,aaabbb2003,110.8,0
1147,AlexRichy,13.97,1
1148,billiooon,7.39,40
1149,Turgenev96,-6.11,6
1150,EvMingYoung,34.19,1
1151,VadimChe,-155.96,2
1152,Alesto,1178.51,4
1153,Tane4ca,-6.56,1
1154,boogeyman001,105.11,77
1155,real_produkt,200.27,3
1156,CAMCepera,91.19,3
1157,Swet_Ger,2.91,4
1158,newwi,0.0,1
1159,mishekel,109.11,7
1160,Kurt.one,5.92,2
1161,Mr_Ser_1999,1.83,0
1162,advokatmorozovva,31.27,1
1163,snowlight,-14.79,0
1164,TEMHO,0.0,0
1165,Alexander_Sazhin,11.36,1104
1166,onexchange,-13.13,7
1167,irondimon,5.41,40
1168,XoMbI4,-13.53,30
1169,mems_investor,32.13,172
1170,vdv_forever,-3.69,180
1171,Artemka1657,-128.51,11
1172,Fox_zel,-67.5,10
1173,illuzion,-98.44,460
1174,TanyILove,43.06,0
1175,SaniMyka,-27.88,1
1176,EDS98,24.2,3
1177,Kirill_16,-3.94,3
1178,Igor78xxx,-76.09,9
1179,EX.CHU,-29.79,8
1180,zarconik,-14.2,3
1181,Nailush,0.0,0
1182,mixail777999,19.61,4
1183,Seryoznbly,-2.17,1
1184,Sergey_spe,37.85,82
1185,goodstory,-44.73,61
1186,servav2010,-90.75,16
1187,ditis,0.0,0
1188,GreeD230,-0.77,1
1189,onefriend,25.32,3
1190,Stonks_Papa,-38.36,0
1191,HN2.0,-4.26,320
1192,Marlen_0,40.73,18
1193,B.Angelina,0.0,0
1194,mik_devil,-5.74,6
1195,Iron_Speculator,34.37,6744
1196,fffp,-60.95,0
1197,aartyom,10.26,0
1198,inkognito106,-86.1,3
1199,natashalic,22.72,1
1200,Grandiozno,-45.22,3
1201,first_invest_2021,35.12,0
1202,SuperLuckyMan,-4.9,24
1203,Raijin,-7.48,4
1204,S.Invest,32.63,11591
1205,petr_pavlov,38.46,1
1206,makson88,2.05,8
1207,Ringo1981,0.0,3
1208,korly,-94.15,3
1209,Scrooge_McDuck17,-3.6,7
1210,Galo5,-228.28,5
1211,invest_women_,-100.36,29
1212,YMeg,2.38,0
1213,CraftChef,26.76,253
1214,VitaVista,32.07,3
1215,BankTogoRot,-34.08,1
1216,RLife,29.66,1
1217,XENoBioloG,-4.44,4
1218,neustrachimii31,66.15,3
1219,Andrianius,37.08,0
1220,Aezakmi.1,3.33,3
1221,wEbpunkz,45.08,0
1222,CWSC,7.62,17
1223,seonn,15.58,1
1224,Tanya_Paul,-14.12,771
1225,avroux,-16.13,2
1226,saled,9.61,2
1227,Romario_4e,0.0,0
1228,zyban777,49.69,3
1229,_Why_not_,5.16,0
1230,dirc78t,-195.27,1
1231,m.dark,-232.4,26
1232,Internertt,-0.8,25
1233,anjela_aisha,0.45,0
1234,Pozitive91,20.52,8
1235,moen,0.0,0
1236,MAGIRUS_72,18.9,13
1237,sumsss,0.0,1
1238,prorock_921,-43.14,3
1239,lexlutor,30.11,5
1240,SN3FLS,0.02,0
1241,BeweniyXomyak,73.78,2
1242,PLONi,58.5,2
1243,Olgamoh,5.8,0
1244,MCH136,0.0,0
1245,Tatianalog,0.0,0
1246,manuylova.z,0.27,8
1247,Shimmer01,22.54,9
1248,RR2766,10.01,27
1249,ssserega,-29.1,0
1250,danzik228,8.49,3
1251,oee,104.69,1
1252,Evgeneugen,117.61,11
1253,theBomzh,17.08,4
1254,Ramzes01,-5.91,49
1255,NovakDjok,10.91,12
1256,Grigoryash,-130.31,0
1257,Ertugrul03,15.12,0
1258,raging_bull,28.08,26
1259,Rock_Time_Now,34.33,21
1260,Abdulov,-94.32,1
1261,Puffskein,31.38,1
1262,Nek_Miller,31.62,5
1263,YuryM,25.23,0
1264,Degradant,-7.65,0
1265,kiselevvvv,0.0,0
1266,K_A_R_M_A,-17.06,4
1267,Lucky_VladiVostok,-150.14,30
1268,rustamtat1984,-2.16,1
1269,NovyiNovichok,93.81,10
1270,Anuts_2002,239.5,6
1271,PavelPetroviczh,0.0,0
1272,NewInvest73,2.13,0
1273,RiffKing,7.13,1
1274,ru2ak,38.05,0
1275,TRVVUSG,-13.33,1
1276,Dmitriy_Landshaft,-56.22,1
1277,Criptokot,-75.13,16
1278,Marinuel,35.2,0
1279,ioann28,-2.6,1
1280,Kirill_Rk,-25.48,40
1281,Wolkswolkstreet,-8.03,1
1282,Richard19,-12.83,4
1283,serwood,0.0,0
1284,Eduard39,-75.05,6
1285,luft31,-24.25,13
1286,Nayaxtu,18.11,36
1287,Rfcbuh,45.88,1
1288,Rassvet7,0.0,0
1289,nomer1930,98.29,214
1290,karpach7468,-39.11,1
1291,PRIGORSHNJA,4.71,0
1292,24ok,0.0,0
1293,IKeita,4.13,6
1294,am0ral,-47.77,22
1295,FCSclub,8.12,17
1296,BooJet,17.49,0
1297,1enar1,0.0,0
1298,OlgaYa76,-2.52,0
1299,Masha1000000,23.22,0
1300,PoorBear,-11.76,0
1301,dsafronov,0.0,0
1302,Water_Wizard,10.5,19
1303,Jklfhn,-42.05,0
1304,Antosh_ko,29.11,1
1305,CapitalismAgainstHuman,-98.64,54
1306,lagingeo93,14.88,3
1307,hami_no,-1.73,1
1308,Tmontefam,1.15,0
1309,nikichupi,-5.47,2
1310,Neisse,131.31,42
1311,MaximusTor,0.0,0
1312,EK_47,-389.69,2
1313,BIGMONEYFOREVER,-56.48,0
1314,Nookly,9.04,5
1315,GoldRichie,23.16,27
1316,Igor_sozonov,28.91,2
1317,therealyou11,-0.91,0
1318,onbsupra,24.1,2
1319,Evgeny565,-44.46,1
1320,Mega_GRV,-30.87,7
1321,Terminator1337,7.15,0
1322,__dava__trader__,131.16,460
1323,luckymaks,-892.44,25
1324,BADILMIR,22.61,2
1325,De7,33.03,6
1326,MagaTatsuya,-110.72,28
1327,Gusarovsky,5.48,2
1328,Bodya.invest,33.67,0
1329,Finshell,0.0,0
1330,konstantinas,-112.32,6
1331,Alice_in_wonderlanden,14.72,0
1332,vsem_poka,-2.39,0
1333,AlexNF,20.2,2
1334,FullKotletka,-77.49,80
1335,wladich,166.72,6
1336,tolstyak35,1.31,2
1337,onlYOne.weck,0.06,0
1338,SerzhGO,-4.98,0
1339,zoozook,38.57,3
1340,buka1990,-56.76,0
1341,Raketaverh,-97.74,1
1342,Turbo7771,0.0,0
1343,Mamkln_lnvest0r,68.9,0
1344,dvs86,17.86,0
1345,owatteo,0.0,0
1346,EK71,50.05,17
1347,Kasim_ST,-1.03,0
1348,Wasserfall,27.13,1
1349,VLADIMIR_G2,-1.12,1
1350,OAO_VLD,153.06,1521
1351,Guardian_,-24.9,2
1352,CaPMaT_Ha_BaLLluHrToH,146.37,950
1353,_NIGAN_,0.0,21
1354,Arti64,-129.94,4
1355,cherokee1988,55.59,16
1356,IAntoha,41.35,5
1357,CryptoBuffet,0.0,0
1358,yoZzzz,-10.51,6
1359,BumBarash_666,-5.75,12
1360,PErY1,13.35,0
1361,Lastalaika,24.51,8
1362,19821126,0.34,1
1363,Alexandrean,-68.1,5
1364,Brogan,1.33,1
1365,GoodViH,-28.39,0
1366,KZN_inv,-100.25,14
1367,TM_KOMAP,-2.93,7
1368,katbywka,0.88,1
1369,Armenchik,11.67,2
1370,PozitivB,-17.51,2
1371,EWGENII13SADOWSKII,9.6,0
1372,x01era,-3.31,0
1373,VitCrutch,17.55,4
1374,Gagarin84,29.22,1
1375,_SaSHka_,0.0,0
1376,NumberEndymion4,17.34,0
1377,Mr.Orange4,-34.42,2
1378,amerikos,-66.4,13
1379,ildar_is,-43.42,0
1380,AntoxaTarasov,-16.65,0
1381,Mosolova,5.07,3
1382,Lex_Barinov,-10.79,3
1383,LaCroixResearch,26.69,2
1384,Positiv_,-110.53,15
1385,My_farm,0.0,0
1386,Sav7music,0.0,0
1387,monya97,-58.52,1
1388,elchik82,49.33,0
1389,RentCeisy,20.0,5
1390,qqman,52.17,1
1391,ur_first_love,-144.98,1
1392,Misxei,-63.47,3
1393,PortfelInvest,0.0,0
1394,Hrulya,-8.9,3
1395,cazzos,40.25,0
1396,olga2830,0.0,0
1397,Georg04,-22.49,0
1398,Dubrowskaya,-13.64,0
1399,MnDInvest,-74.34,41
1400,FIRE_azhimov,28.56,72
1401,iv_sstt,61.55,0
1402,XXlBEK,102.77,8
1403,Kerim07,-0.72,8
1404,Noterdamus,24.02,0
1405,BrokerDS,26.44,3
1406,Alerius,0.0,0
1407,Rembrandt_risoval,-10.93,3
1408,Nikita763,-6.63,3
1409,sphlx,38.83,0
1410,4google4,-57.25,3
1411,NASHIDNI,-19.01,19
1412,leshie,31.08,1
1413,souve,-0.38,7
1414,Serguhanafoxe,34.04,15
1415,Fel3x,2.24,0
1416,Yuliya8888,9.69,6
1417,ANALYTICS_CHANNEL,10.17,157
1418,zaratustra131,84.63,0
1419,RRasta,5.89,0
1420,Iva23,19.84,1
1421,24ki,140.17,1
1422,taovvv,4.02,0
1423,thebestinvestorsha,0.0,159
1424,Chalkoof,24.07,0
1425,MishaLa,113.55,13
1426,SABIGATULIN,214.52,93
1427,absorber1,-39.57,1
1428,Felicette_Starlight,1.16,1
1429,Guzanna,3.37,5
1430,RocketX,35.51,178
1431,Norm88,-120.24,3
1432,sanechka30,-28.19,0
1433,Ollivander,23.5,2728
1434,i_Leontev,17.82,22
1435,mikola43,16.95,1
1436,_Mark_e90,-31.53,0
1437,ArtemSafin,48.56,2
1438,Al1nkO,-0.98,0
1439,Zima822,5.54,5
1440,AndreySukhinin,19.83,6
1441,nikolay621,-734.93,6
1442,Vitalii_unecon,31.55,1
1443,MaxChug,-23.76,2
1444,newolya18,30.51,0
1445,Shulik26,-19.35,0
1446,Vasevna,8.76,5
1447,Gsha,0.0,0
1448,Dark__Knight,-342.45,2
1449,Owl37,-20.49,3
1450,GlobaI_Invest,481.33,76
1451,B_Capital,6.64,3
1452,322solo322,-7.51,0
1453,maxsimuskleo,36.04,0
1454,Hak102,-0.05,2
1455,MGolt,16.53,0
1456,Anastasiya_PP,0.19,6
1457,eliseeff,-25.44,1
1458,Skrudge,20.61,439
1459,lucky_beach,0.29,10
1460,KlientTnk,71.14,0
1461,Bogimp,-5.24,8
1462,mutabor141,47.17,10
1463,Gaslighter,-97.94,6
1464,way575,-227.29,0
1465,Alko7,-26.29,4
1466,Greg1972,57.09,1
1467,Sergos8361,-24.73,3
1468,Finmentor,0.0,52
1469,Kaliningrad_39,245.75,73
1470,Konserva2,1.23,1
1471,Makstheonly,-25.13,3
1472,slaviusmaxima,-12.62,0
1473,LAWROR,12.82,0
1474,PresidentRFBolhov2006,0.0,0
1475,shamilmagdilov,-1.03,0
1476,OnoShevelitsya,-8.59,0
1477,Force7,-10.67,0
1478,LOVESHORTS,-30.41,3
1479,Borat_kazahstan,36.97,3
1480,Mega1,25.39,0
1481,Br000ker,3.19,0
1482,Romaastashkin,40.28,2
1483,schokk,-22.82,0
1484,anengineer,-2.95,0
1485,Billy_Harrington,28.54,1
1486,Litch_Tio,-3.68,1
1487,Vinufm,-89.38,3
1488,greedISman,-5.19,0
1489,limpbizzzkit,-11.72,0
1490,Lenin17,0.86,0
1491,GoshMar,24.83,3
1492,Dramatichno,7.08,18
1493,SmartMoneyMoscow,10.53,11
1494,Strike21,-39.29,0
1495,Brederik,6.63,1
1496,Mrmyashka,33.23,86
1497,dunkan23,0.0,0
1498,db_lock,144.34,8
1499,_Landgraf_,16.5,0
1500,NK2023,0.0,0
1501,Annb777,11.02,0
1502,ShtilTi,-8.63,4
1503,midz_zolotarev666,14.11,3
1504,Romaus,-512.36,27
1505,mr.saenko,-39.05,2
1506,cvetiku,-18.74,5
1507,moroz63,-37.54,25
1508,kzn33,1.26,160
1509,MaximOrlov,-103.09,1
1510,FelixDZR,19.7,10
1511,vitya84,4.88,1
1512,DenGreen444,0.47,2
1513,sAkt,16.07,2
1514,unnnlvnvc,0.0,0
1515,AlexSam_,17.92,0
1516,abat,24.96,19
1517,omaigaribl,25.87,0
1518,BULLETVKS,0.0,0
1519,Densel2,44.02,0
1520,Magoga,4.48,23
1521,qFl1ck,16.74,18
1522,GreedyVi,42.98,3
1523,BERGI22,-11.48,1
1524,Vascodj,-0.69,0
1525,1.txt,83.38,30
1526,NatalaSayan,-153.63,32
1527,Lestnik,-57.24,0
1528,Mytu_Do6po,22.52,0
1529,Shenzo,61.41,531
1530,stasyan_qwe,-1.64,0
1531,Balamut000,34.31,0
1532,ArtemYuryevich,16.79,0
1533,ivnvestor,0.0,0
1534,bratela28ru,-1.31,0
1535,r.ibrgmv159,0.0,0
1536,Linka007,-28.67,7
1537,Trvt,-51.89,1
1538,Smokovnitsa,10.67,0
1539,Nataputi,-2.86,14
1540,Pomogate.ru,29.3,9
1541,Vitality163,17.44,0
1542,SergioMoroni1990,-20.78,0
1543,Reiterfost,0.35,6
1544,Gucci_001,116.31,8
1545,Agapov_Tim,50.61,3
1546,goopdop,60.93,5
1547,alim778,2.19,0
1548,Limon4,34.79,0
1549,Evgeks,-29.55,6
1550,Wel_fare,36.58,8
1551,ZSkyNET,-18.25,4
1552,DrSevostyanovIgor,32.94,50
1553,Arhimedoff,-53.64,3
1554,DDIVIDEND,23.8,0
1555,Artsii,-118.0,27
1556,giveunhe,-18.53,2
1557,Makson_007,0.0,0
1558,Nadezda15amo,-11.52,1
1559,Arlex77,0.0,0
1560,Vasilko,10.6,1842
1561,iqqil,0.83,1
1562,GEK775,24.7,1
1563,Myakesh1994,2.41,6
1564,Nikneimee,0.0,0
1565,Akerel,-186.14,0
1566,vitalkaaa,0.0,0
1567,lesha7777,-538.42,1
1568,Arturitto_,-69.22,2
1569,Jeka_Jan,-16.99,9
1570,LEprekON_7_7_7,77.53,3024
1571,Ice_Van,0.0,0
1572,SVova,-129.63,8
1573,lCoolInvestor,29.01,2
1574,Dee_spb,-30.19,3
1575,AndreyCaHbl4,23.95,1
1576,TopovyiInvestor,-42.13,6
1577,mamkin_investr,20.37,2
1578,katr1n,-46.67,0
1579,alenatlt163,6.92,0
1580,YOLOape,64.47,5
1581,Alexander_Babchinskiy,19.31,33
1582,Tim_team,-13.77,1
1583,Rous,-10.16,1
1584,liudmilaN,4.13,4
1585,ZviaaatochekAlenkaaai,8.37,3
1586,Seec,14.16,26
1587,DoPola,-1.99,0
1588,dudnikov0,-10.63,2
1589,rjonixlove,172.94,12
1590,loh_from_wall_street,545.55,29
1591,88Dimas77,21.93,2
1592,Danila19979,0.0,0
1593,Dmitriy_Zolotarevskiy,-15.24,4
1594,House_Day,0.68,0
1595,BasiliskRoko,23.35,25
1596,Rinat38383,-9.12,0
1597,Humblzzz,-8.59,0
1598,MagicBullet,19.57,2
1599,Vald89,-17.57,1
1600,psih1,0.11,0
1601,nikita7_4,-11.23,1
1602,MirKate2411,6.76,4
1603,Artem379,989.07,7
1604,NeMagDuck,36.44,5
1605,Irn_bry,30.2,0
1606,pepetkin,18.29,330
1607,Meliooddoss,52.34,6
1608,kotoovvv,12.78,2
1609,Camal07,0.51,0
1610,LinTicK,-2.24,2
1611,Oborzelli,33.84,0
1612,mas87,-48.5,1
1613,goldbiir,3.48,0
1614,VVinvestor,131.26,18
1615,vyuipp,0.01,0
1616,petrovich48,-13.43,1
1617,UndergroundBig,39.67,11
1618,KalinkinaAA,-56.22,0
1619,moinomer15,55.68,4
1620,tuvamarketolog,17.56,0
1621,limur21,-3.31,2
1622,DarkSheep,4.59,12
1623,bugorOK,39.02,2
1624,ProstoXo4yKushat,4.5,1
1625,1Sergey111,20.09,4
1626,rs.flow,39.21,0
1627,EnergyNinja,14.07,1
1628,1luka,0.0,0
1629,Procurator62,-2.56,0
1630,Ikram05,0.0,0
1631,ValeriCor,-22.28,0
1632,skikot,21.45,24
1633,Alexttop,7.0,0
1634,Bormolei,44.03,4
1635,alik678,26.81,1
1636,ova1974,-60.98,3
1637,BroDigital,-258.47,2
1638,kukuymba,0.0,0
1639,nikolay1205,0.39,0
1640,1ncerto,1.04,2
1641,Tarabanchik,9.61,4
1642,gosha85,7.58,0
1643,NES55,7.85,17
1644,Larwek,0.0,7
1645,UFima,15.58,0
1646,Risckuem,0.67,0
1647,ktif777,-133.22,3
1648,JonnyLozvegas,12.48,4
1649,scorpion75,365.93,2
1650,Ioan10,-60.27,0
1651,illumicorp.pro,36.11,55
1652,Dron29ru,15.94,5
1653,wur124,-32.25,0
1654,Mincedmeatz,21.91,0
1655,Bonbon1,-17.57,1
1656,Montesque,-1.85,5
1657,drozden4ik,-110.82,8
1658,ALTAI22TREID,25.6,1270
1659,Tabuuu,-155.79,0
1660,KykypeHok,-44.12,3
1661,nixxey,-9.86,7
1662,KAJIMbIK,-12.48,2
1663,VinSentRevErso,-39.23,1
1664,chinilov,24.6,1
1665,Stan_OK,0.0,0
1666,Panda41,0.49,0
1667,Mozaq,37.78,1
1668,ThankGod,-48.0,3
1669,MiamiOfficial,17.94,1
1670,Money_na_kormaney,0.02,0
1671,sincx,0.0,0
1672,Alaskasbananas,7.72,3
1673,elchonok,-3.41,0
1674,Yatebeotoslala,0.0,0
1675,Warrior2,10.95,0
1676,dzhadraev88,21.28,1
1677,888WWW888,-6.38,2
1678,trastinberg,-30.37,43
1679,Mike.90,19.47,30
1680,yellowhoney,6.72,15
1681,Ramzes_Trd,-424.83,4
1682,ZiDiR,19.06,1
1683,Kasatkinn,-60.89,0
1684,dima198903,0.64,0
1685,katbox37_,35.14,0
1686,Paracordum,0.0,0
1687,Drolik63,6.07,2
1688,Slice2,-151.83,0
1689,Yasdundokta,53.1,1
1690,Inerer,-5.79,2
1691,HolyDavinci,35.94,0
1692,Krotina,-133.58,13
1693,Bolgarik,-70.75,3
1694,Butorind,35.57,9
1695,lex_xe2,0.0,0
1696,dse5591,-0.93,0
1697,Rocket001,-30.35,1
1698,Mila_new_investor,20.06,851
1699,Pari007,0.0,0
1700,gerarahira,-9.76,2
1701,Stradivari969,25.58,11
1702,Skruj_MacDak,-48.7,6
1703,Kianur,38.21,5
1704,Maks_mmm,9.6,0
1705,ZlayaMolli,22.44,0
1706,Aman54W,152.28,0
1707,Shorts_detect,-1.58,0
1708,SpongeBozz,-34.53,11
1709,vvvladko,-55.3,0
1710,BonQ,-0.55,10
1711,Enot_skalping,-2.08,0
1712,EXPY,-5.38,0
1713,envencer,0.0,0
1714,Misakotov721,-1.25,0
1715,dimong1,29.68,2
1716,Yensen,2.09,0
1717,moln1,-0.31,0
1718,Universe.Investman,12.77,1
1719,Nokson,-326.55,2
1720,alexsokol58,70.81,0
1721,krokozyaba,-139.4,24
1722,Svet_Lanaaa,28.82,31
1723,LeoL,-12.68,20
1724,SCANI,-95.97,2
1725,Slizen,45.57,1
1726,Perfection,43.32,202
1727,ohuemshi,-35.89,18
1728,Ksu_Z,-74.11,1
1729,Qwertylion,15.29,2
1730,INKOGNITO98,65.38,0
1731,Alf_skywalker,155.69,224
1732,XOMRKOFF,-52.55,10
1733,Ryb63,44.37,9
1734,Barsix,53.7,7
1735,sanchanskyi,83.79,48
1736,XydoBHIK,-1.37,0
1737,ChirkinSA,-171.68,1
1738,vishpovik,-434.32,4
1739,LarsonZ,30.45,0
1740,MaxFlygin,0.0,0
1741,Waks,-35.72,2
1742,karavela100,-16.86,3
1743,Zenonship,-2.25,29
1744,Upiter_U,-134.53,50
1745,John__Galt,-7.04,10
1746,A.N.R,48.47,11
1747,Alexander_or_trader,-135.16,0
1748,mk282847,94.16,27
1749,reks1,0.0,0
1750,MaximPankratov,-8.78,0
1751,Crimean_Irishman,22.97,7
1752,Arsen22rus,-38.37,2
1753,BisnessMan,35.22,6
1754,AlexandraAlexandra,101.37,0
1755,Swissman,45.97,6
1756,Adam4our,-61.07,2
1757,BoombI4.Igor,-17.31,8
1758,WOW1311,20.36,22
1759,Darko2410,-16.69,0
1760,DmitryPrikhodko,21.62,21
1761,igor.VZ,21.68,2
1762,apellle12,31.63,5
1763,Bugel778,94.26,0
1764,Gonza5,20.72,616
1765,I.N.V.E.S.T.0.R,7.4,41
1766,Eajaedar,-0.33,1518
1767,Javardy,7.55,0
1768,Zosz4uk,-10.91,1
1769,Dariiya,40.6,1
1770,evgen123456789,-2.57,3
1771,dendy_y,-3.17,2
1772,krifka,68.57,5
1773,Iriska.03.08,-4.76,1
1774,Elena20G,-2.12,6
